asset_utilization	assets	book_value_per_share	cap_ex_percentage	cash_financing	cash_investing	cash_on_hand	cash_operations	current_ratio	debt_equity_ratio	expenses	free_cash_flow	gross_profit_margin	interest_expense_percentage	liabilities	long_term_debt	market_cap	net_income	period	price	price_to_book_value	quarter	retained_earnings_growth	return_on_equity	revenues	rownum	sga_percentage	shareholders_equity	symbol
1.0475	161.9400	0.8575		0.5600	10.5500	43.5200	-5.5000	1.3450	2.1445	48.7100	-6.1100	28.9957		110.4400	0.5900	199.9998	-11.6700	3/2003	3.3300	3.8835	Q1-2003	4.0572	-144.7961	37.0400	11	112.2905	51.5000	HLIT
1.0199	151.9500	0.6593		-0.1800	2.1000	36.3000	-6.1600	1.2396	2.8121	53.3300	-7.0600	30.6122		112.0900	0.5100	246.0722	-11.6800	6/2003	4.0700	6.1734	Q2-2003	4.0625	-188.4847	41.6500	12	112.9412	39.8600	HLIT
1.1602	142.4000	0.5485		0.5400	-6.1700	33.8600	-1.8800	1.2408	3.2943	54.7000	-2.5400	31.0265		109.2400	0.4600	378.4796	-7.4500	9/2003	6.2600	11.4137	Q3-2003	2.3604	-134.3486	47.2500	13	75.8527	33.1600	HLIT
0.8111	224.7200	1.5203	87.5000	71.4100	-52.8400	112.5900	7.9900	2.1309	1.1168	54.9600	6.8000	39.8544	0.0000	118.5600	0.6200	506.2675	1.3700	12/2003	7.2500	4.7689	Q4-2003	1.5480	-27.7223	56.3300	14	47.7506	106.1600	HLIT
0.9285	215.7700	1.4687		1.7600	-2.4200	108.3600	-4.4200	2.2768	1.0468	57.6900	-6.0600	39.7024		110.3500	0.5800	696.9838	-2.5800	3/2004	9.7100	6.6115	Q1-2004	1.0634	-19.2943	55.1100	15	63.9397	105.4200	HLIT
1.0516	205.1100	1.4555		1.4400	-6.7000	92.1900	-16.1900	2.4907	0.9624	58.7800	-17.2100	39.0984		100.5900	0.9100	611.1031	-1.7700	6/2004	8.5100	5.8468	Q2-2004	0.5420	-9.9790	57.0100	16	60.6550	104.5200	HLIT
1.0345	211.7600	1.3900		0.0200	6.8300	89.3700	-1.8100	2.2810	1.1089	54.8500	-2.9400	40.5651		111.3400	0.9000	480.3960	-4.2400	9/2004	6.6500	4.7843	Q3-2004	0.3737	-7.1905	50.6100	17	70.1900	100.4100	HLIT
1.0246	242.3500	1.5299	24.1843	0.6500	-7.7700	100.6000	13.4000	2.1961	1.1921	75.4200	10.8800	46.4945	0.0000	131.7900	1.2700	602.6484	10.1600	12/2004	8.3400	5.4514	Q4-2004	-0.0813	1.4202	85.5800	18	44.7851	110.5500	HLIT
1.0972	242.5400	1.6190	102.2599	3.8200	-6.8100	104.5500	7.9000	2.3878	1.0506	71.2100	6.0900	37.0817	0.0000	124.2600	0.9800	698.3580	1.7100	3/2005	9.5600	5.9048	Q1-2005	-0.3031	4.9548	72.9200	19	56.6568	118.2700	HLIT
1.1981	224.4200	1.6114		1.5700	-4.5100	98.1500	-7.1200	2.7039	0.9052	62.2900	-8.2300	39.1399		106.6200	0.7800	353.0730	-2.5300	6/2005	4.8300	2.9975	Q2-2005	-0.2636	4.3297	59.7600	20	71.0133	117.7900	HLIT
1.2138	230.0400	1.5603		-0.0100	2.9900	104.8700	8.2400	2.4521	1.0045	63.8500	6.9300	35.0886		115.2800	0.6500	428.0610	-2.8900	9/2005	5.8200	3.7301	Q3-2005	-0.3326	5.6204	60.9600	21	70.8742	114.7600	HLIT
1.1374	226.2900	1.5353		-0.0700	-1.9900	110.8200	7.0300	2.4005	1.0029	65.7600	5.6000	34.7035		113.3100	0.4600	356.9115	-2.0200	12/2005	4.8500	3.1591	Q4-2005	0.2970	-5.0717	63.7400	22	65.0090	112.9800	HLIT
1.1186	215.1600	1.5063		1.8300	4.0500	108.5500	-2.5400	2.5363	0.9271	61.3700	-4.1300	35.3611		103.5100	0.3000	472.1444	-5.1500	3/2006	6.3700	4.2288	Q1-2006	0.6533	-11.2763	56.2200	23	79.0241	111.6500	HLIT
1.0909	214.6700	1.4890		-0.1500	3.1300	113.5300	5.8500	2.4735	0.9438	56.1700	5.0400	40.5482		104.2300	0.1600	332.2816	-2.9000	6/2006	4.4800	3.0087	Q2-2006	0.6716	-11.7349	53.2700	24	73.9352	110.4400	HLIT
0.9959	237.0600	1.5765	30.9002	1.6600	2.1100	110.7200	-3.3200	2.2758	1.0146	58.8400	-4.5900	47.3910	0.0000	119.3900	0.0600	549.3504	4.0200	9/2006	7.3600	4.6686	Q3-2006	0.3136	-5.1415	62.8600	25	56.8312	117.6700	HLIT
0.8785	281.9600	1.9434	28.4884	0.5400	-26.2400	92.3600	8.6400	1.8500	0.9427	70.3000	7.1700	40.0451	0.0000	136.8200	0.0000	542.9236	5.0400	12/2006	7.2700	3.7409	Q4-2006	-0.0522	0.6959	75.3400	26	55.1210	145.1300	HLIT
0.9783	267.5100	1.8987	105.2239	4.0500	1.2200	82.8500	-12.1800	2.2846	0.7844	69.2000	-13.5900	38.6532	0.0000	117.5900	0.0000	775.3872	1.0400	3/2007	9.8200	5.1720	Q1-2007	-0.2665	4.8026	70.2400	27	57.7164	149.9200	HLIT
1.0333	270.7000	1.9961	17.6277	0.7700	-8.0800	82.2100	2.2000	2.4298	0.7088	65.0300	1.1300	42.8732	0.0000	112.2800	0.0000	703.9232	6.2500	6/2007	8.8700	4.4437	Q2-2007	-0.7371	10.3213	71.2800	28	51.6034	158.4100	HLIT
0.9960	300.3500	2.2693	16.8307	2.9400	-2.6700	99.0200	19.3200	2.3804	0.6593	72.8700	17.6100	43.3102	0.0000	119.3400	0.0000	846.2536	9.4200	9/2007	10.6100	4.6754	Q3-2007	-1.0177	12.0166	82.2900	29	41.8350	181.0000	HLIT
0.6541	475.7700	3.5842	21.0063	145.1100	-83.0700	269.2500	26.0200	3.5628	0.4227	80.7500	24.3500	46.5957	0.0000	141.3600	0.0000	977.7840	6.6400	12/2007	10.4800	2.9239	Q4-2007	-1.1025	6.9824	87.3900	30	59.7741	334.4100	HLIT
0.7060	464.9000	3.7415	12.5350	2.3900	39.1500	278.8800	11.8700	4.5267	0.3206	73.9300	10.0800	48.4303	1.4706	112.8500	0.0000	715.0840	13.3500	3/2008	7.6000	2.0313	Q1-2008	-1.8432	10.1295	87.2800	31	41.2586	352.0400	HLIT
0.7058	490.6500	4.0741	20.3390	4.4900	-18.9500	288.2000	4.7400	5.0703	0.2796	63.8800	2.4600	47.9628	0.0000	107.2000	0.0000	895.0812	25.4600	6/2008	9.5100	2.3343	Q2-2008	-2.8458	14.3096	89.3400	32	46.7211	383.4500	HLIT
0.6587	539.6200	4.2314	20.7738	4.3500	-9.5900	293.4000	2.0500	5.3270	0.3455	79.4900	-0.4200	48.3162	0.0000	138.5600	0.0000	800.8910	11.9700	9/2008	8.4500	1.9970	Q3-2008	-2.9922	14.3174	91.4600	33	43.5619	401.0500	HLIT
0.6467	564.3600	4.3607	29.1375	-2.7700	-28.5600	327.1600	41.4600	4.9410	0.3621	83.6800	38.9600	49.7678	-2.4476	150.0400	0.0000	533.0061	13.2100	12/2008	5.6100	1.2865	Q4-2008	-3.3461	15.4450	96.8900	34	54.7491	414.3100	HLIT
0.6671	16.0100	1.8039	8.3333	0.1200	-0.5300	7.5800	0.7700	6.0485	0.2259	3.5200	0.7500	50.2660	4.1667	2.9500	0.5500	109.1068	0.2400	6/2004	15.0700	8.3543	Q2-2004	2.3256	-2.1440	3.7600	0	75.6614	13.0600	IDSY
0.7765	15.7500	1.7747	450.0000	0.7200	2.6400	8.6400	-1.1400	9.6849	0.1693	3.2400	-1.3200	55.3191	25.0000	2.2800	0.5000	106.7154	0.0500	9/2004	14.0600	7.9224	Q3-2004	-0.9557	0.8166	3.2900	1	80.7692	13.4700	IDSY
1.0501	17.1500	1.7669	40.8163	0.0400	0.2400	11.6800	3.2300	5.4876	0.2638	6.9300	3.0300	32.3245	6.1224	3.5800	0.4400	143.3088	1.3300	12/2004	18.6600	10.5607	Q4-2004	-3.3956	12.6013	8.2600	2	70.7865	13.5700	IDSY
1.1265	16.2800	1.6905		0.5200	-0.4600	8.6000	-3.4200	5.6641	0.2515	3.6600	-3.5800	50.1650		3.2700	0.3900	85.2052	-0.6300	3/2005	11.0800	6.5542	Q1-2005	2.9110	7.6154	3.0300	3	121.7105	13.0000	IDSY
1.1139	16.8600	1.7756	48.7805	0.2300	0.7600	8.6700	0.0700	6.0797	0.2308	3.7900	-0.1300	50.2381	2.4390	3.1600	0.3900	121.8951	0.4100	6/2005	15.8100	8.9040	Q2-2005	1.3986	8.4733	4.2000	4	68.7204	13.6900	IDSY
1.1501	18.4600	1.8869	9.3750	-0.2000	1.7700	6.0700	-2.4300	5.2239	0.2575	5.1000	-2.4900	44.9477	1.5625	3.7800	0.2900	154.2774	0.6400	9/2005	19.8300	10.5094	Q3-2005	-3.8596	11.9210	5.7400	5	62.7907	14.6800	IDSY
1.6114	19.8400	1.9337	20.9302	-0.0100	-4.8300	7.5900	1.7000	4.2665	0.3080	18.1500	1.6100	16.2105	4.6512	4.6700	0.2400	186.9840	0.8500	12/2005	23.8500	12.3340	Q4-2005	-7.4692	8.3773	19.0000	6	72.0779	15.1600	IDSY
0.4155	85.0300	7.5348	291.6667	64.2900	-19.1600	71.0200	-0.5500	17.8755	0.0626	6.2600	-0.9000	49.7653	8.3333	5.0100	0.1800	265.5000	0.1300	3/2006	25.0000	3.3179	Q1-2006	-13.3943	2.5369	6.3900	7	86.1635	80.0200	IDSY
0.4422	84.7900	7.3062	38.8889	0.0200	-35.1500	70.0000	-0.9000	23.8825	0.0482	6.1800	-0.9700	45.4403	5.5556	3.9000	0.1300	196.2711	0.1800	6/2006	17.7300	2.4267	Q2-2006	-11.8966	2.2255	6.3600	8	100.6920	80.8800	IDSY
0.4354	86.1100	7.3912	20.6349	0.2100	-0.9700	69.4000	-0.7500	26.2888	0.0429	5.1000	-0.8800	62.1951	1.5873	3.5400	0.0700	263.9471	0.6400	9/2006	23.6300	3.1970	Q3-2006	-12.5000	2.1802	5.7400	9	88.5154	82.5600	IDSY
0.8605	508.5300	4.0808	10.6312	1.5800	6.9300	211.0300	5.5900	3.1218	0.3430	118.2300	0.7900	49.5190	0.0000	129.8700	0.0000	818.4078	42.8800	6/2008	8.8200	2.1613	Q2-2008	-16.9477	16.1174	161.1100	0	24.2667	378.6600	INFN
1.0023	494.8400	4.3311	52.7127	6.1100	17.4300	247.9800	9.9500	4.9089	0.2261	105.5700	2.0800	45.0004	0.0000	91.2600	0.0000	890.8008	14.9400	9/2008	9.5600	2.2073	Q3-2008	-22.2888	20.1948	120.5100	1	36.6587	403.5700	INFN
1.2757	20.8900	1.8396	533.3333	0.8700	-0.1600	0.8400	-0.6300	2.8207	0.4798	7.4400	-0.7900	40.2145	200.0000	6.7700	2.8100	57.5250	0.0200	9/2000	7.5000	4.0769	Q3-2000	-3683.3333	-15.7335	7.4600	0	67.6667	14.1100	KVHI
1.1306	26.4900	2.4890	80.0000	4.2000	-0.0800	5.4100	0.4400	3.7605	0.3804	8.7600	0.3600	40.2715	140.0000	7.3000	2.7800	42.4050	0.0800	12/2000	5.5000	2.2097	Q4-2000	84.0708	-4.8984	8.8400	1	67.1348	19.1900	KVHI
1.2492	25.9200	2.0452		-0.6300	-0.3600	5.9800	1.5700	2.9619	0.4697	9.6700	1.2100	38.3764		8.2800	2.7600	67.8825	-1.5400	3/2001	7.8750	3.8504	Q1-2001	80.5000	-9.1322	8.1300	2	92.3077	17.6300	KVHI
0.8865	36.3900	2.7870		12.9900	-0.5300	16.3200	-2.1200	5.3267	0.2698	9.8200	-2.6500	36.0153		7.7300	2.7400	70.9320	-1.9900	6/2001	6.9000	2.4758	Q2-2001	158.5253	-11.9721	7.8300	3	92.5532	28.6500	KVHI
0.9457	34.6200	2.4767		-0.0400	-0.5000	13.2500	-2.5300	5.1120	0.2789	9.5100	-3.0300	35.3904		7.5500	2.7300	51.3710	-1.5700	9/2001	4.7000	1.8977	Q3-2001	233.4884	-18.5445	7.9400	4	96.7972	27.0700	KVHI
0.9864	33.1600	2.4029		0.3100	-0.6900	11.2400	-1.6400	5.4418	0.2633	9.9700	-2.3300	41.9977		6.9100	2.6900	64.9740	-1.1600	12/2001	5.9500	2.4761	Q4-2001	300.9615	-23.8567	8.8100	5	73.2432	26.2400	KVHI
1.0389	32.9400	2.2984		0.0700	-0.4700	9.0700	-1.7700	4.4644	0.3073	10.7900	-2.2400	44.3983		7.7400	2.6700	68.5000	-1.1500	3/2002	6.2500	2.7193	Q1-2002	162.6039	-23.3029	9.6400	6	70.7944	25.1900	KVHI
1.2482	31.2700	2.2357		0.1700	-0.3000	6.5100	-2.4200	5.2005	0.2727	13.4500	-2.7200	42.0886		6.7000	2.6500	82.7547	-0.8100	6/2002	7.5300	3.3681	Q2-2002	83.6007	-19.0883	12.6400	7	67.2932	24.5700	KVHI
1.3477	32.3000	2.2529	266.6667	0.1300	-0.4000	7.5500	1.3000	4.5842	0.2994	12.2900	0.9000	44.9357	20.0000	7.4400	2.6300	68.7169	0.1500	9/2002	6.2300	2.7653	Q3-2002	41.5621	-11.9517	12.4400	8	56.5295	24.8500	KVHI
1.4659	32.5400	2.2931	81.8182	0.2000	-0.2700	7.2300	-0.2300	4.9845	0.2796	12.6500	-0.5000	46.2250	42.4242	7.1100	2.6000	95.3740	0.3300	12/2002	8.6000	3.7505	Q4-2002	17.6259	-5.8199	12.9800	9	62.8333	25.4300	KVHI
1.5514	32.9900	2.3363	126.3158	0.2800	-0.2400	7.5200	0.2500	5.1244	0.2733	12.9400	0.0100	45.3506	15.7895	7.0800	2.5800	133.3018	0.1800	3/2003	12.0200	5.1448	Q1-2003	1.5823	-0.5789	13.1200	10	60.6723	25.9100	KVHI
1.5189	34.8400	2.3897	182.9787	0.6000	-0.8600	8.3900	1.1300	4.6083	0.2913	13.9400	0.2700	45.6885	8.5106	7.8600	2.5500	277.7340	0.4400	6/2003	24.6000	10.2941	Q2-2003	-100.0000	4.0771	14.3800	11	56.3166	26.9800	KVHI
1.4835	36.4000	2.3142		0.1200	-1.3500	7.5700	0.4000	3.4819	0.3650	13.9900	-0.9500	42.8994		9.7300	2.5300	291.1104	-0.4700	9/2003	25.2700	10.9194	Q3-2003	-4.8276	1.8005	13.5200	12	74.1379	26.6600	KVHI
1.6633	34.0700	2.1950		0.2800	-0.4800	2.8400	-4.5100	3.6581	0.3447	17.2800	-4.9900	29.0735		8.7300	2.5000	318.1693	-1.6300	12/2003	27.5710	12.5610	Q4-2003	14.9847	-5.8429	15.6500	13	91.8681	25.3300	KVHI
0.7459	82.5200	5.1167	309.5238	48.1900	-0.6500	47.0000	-3.3800	11.1777	0.1200	17.8700	-4.0300	38.7222	0.0000	8.8400	2.4700	207.5040	0.1300	3/2004	14.4100	2.8163	Q1-2004	15.8879	-2.0765	18.0000	14	70.8752	73.6800	KVHI
0.7677	80.3700	4.7689		0.4000	-35.4400	47.1100	0.1000	7.5299	0.1694	19.4800	-0.2400	14.9346		11.6400	2.4500	184.8803	-4.9500	6/2004	12.8300	2.6903	Q2-2004		-10.0698	14.5300	15	246.0829	68.7200	KVHI
0.8158	75.9300	4.6634		0.1300	-0.4100	46.9300	-0.1400	10.5462	0.1276	15.3600	-0.3600	34.0843		8.5900	2.4200	104.2568	-1.6000	9/2004	7.2200	1.5482	Q3-2004	83.2298	-11.9543	13.7600	16	110.2345	67.3400	KVHI
0.8207	75.9100	4.6840		0.1400	-0.5100	45.7100	-0.9800	11.1471	0.1208	15.7400	-1.2800	38.6009		8.1800	2.3900	141.7080	0.2700	12/2004	9.8000	2.0922	Q4-2004	54.5213	-9.0802	16.0100	17	90.9385	67.7300	KVHI
0.7985	77.8800	4.6885	77.7778	0.1000	-0.6100	45.2100	-0.0900	8.8957	0.1448	17.5900	-0.4400	39.7429	0.0000	9.8500	2.3600	132.1861	0.3000	3/2005	9.1100	1.9431	Q1-2005	53.4946	-8.7902	17.8900	18	68.7764	68.0300	KVHI
0.8406	79.0700	4.7574	47.0588	0.1400	1.2200	47.0600	2.1200	9.0280	0.1422	17.8600	1.6400	41.3078	4.9020	9.8400	2.3400	134.5875	0.9500	6/2005	9.2500	1.9443	Q2-2005	0.4969	-0.1156	18.8100	19	62.2909	69.2200	KVHI
0.8661	80.1900	4.8101	86.7647	0.3100	-2.3600	49.4100	2.6900	9.0620	0.1425	16.0700	2.1000	42.4134	5.8824	10.0000	2.3100	142.2525	0.6700	9/2005	9.7500	2.0270	Q3-2005	-12.4294	3.1205	16.7400	20	69.4366	70.1800	KVHI
0.8655	82.3300	4.8843	77.5701	0.1600	-1.1500	50.0900	1.3400	8.2070	0.1536	16.8200	0.5100	43.1538	-8.4112	10.9600	2.2800	143.0319	1.0000	12/2005	9.7900	2.0044	Q4-2005	-16.8101	4.0919	17.8200	21	65.4096	71.3600	KVHI
0.8869	83.0500	4.9898	72.3881	0.7300	-1.3200	50.2500	0.4000	10.0586	0.1284	19.0400	-0.5700	43.4697	0.0000	9.4500	2.2500	163.2825	1.2500	3/2006	11.0700	2.2185	Q1-2006	-22.6503	5.2582	20.2900	22	65.0794	73.6000	KVHI
0.8849	86.8100	5.1416	48.1675	0.3100	-2.5200	53.9500	4.2700	8.7382	0.1438	20.2800	3.3500	39.0988	0.0000	10.9100	2.2200	172.1016	1.6900	6/2006	11.6600	2.2678	Q2-2006	-28.5538	6.0746	21.9700	23	60.6519	75.8900	KVHI
0.9037	87.8300	5.2201	76.9231	0.3200	-0.9600	54.6700	0.8300	9.0937	0.1361	18.6600	0.3300	39.2431	0.0000	10.5200	2.1900	188.8275	0.6300	9/2006	12.7500	2.4425	Q3-2006	-29.4839	5.9113	19.2900	24	77.6750	77.3100	KVHI
0.8932	88.4200	5.2349	358.3333	0.1500	-0.9700	54.7300	0.3800	9.1456	0.1365	17.3200	-0.0500	39.1279	0.0000	10.6200	2.1500	157.6646	0.1100	12/2006	10.6100	2.0268	Q4-2006	-25.3103	4.7307	17.4300	25	79.0323	77.7900	KVHI
0.8804	89.8300	5.2756	234.7826	0.7700	-1.1600	53.8300	-1.0200	8.7308	0.1388	20.3400	-1.5600	37.2059	0.0000	10.9500	2.1200	139.3340	0.0600	3/2007	9.3200	1.7666	Q1-2007	-18.7170	3.1571	20.4000	26	76.2846	78.8700	KVHI
0.8699	92.3900	5.4007	95.0820	0.3800	-2.0500	53.8700	1.2000	8.4312	0.1405	21.7500	-0.5400	42.4086	0.0000	11.3800	2.0900	131.5500	1.5000	6/2007	8.7700	1.6239	Q2-2007	-19.8097	2.8392	23.2500	27	61.9675	81.0100	KVHI
0.8527	92.2400	5.3495		-0.9900	-1.3600	56.1800	4.1000	8.0166	0.1456	17.5900	3.2500	39.7268		11.7200	2.0600	128.6775	-0.0200	9/2007	8.5500	1.5983	Q3-2007	-15.0046	2.0494	17.5700	28	78.9398	80.5100	KVHI
0.9012	92.8200	5.4921	31.6384	-2.5200	-0.9200	51.3600	1.1500	6.0985	0.1584	21.5500	0.5900	42.1098	2.2599	12.6900	0.0000	114.9692	1.5800	3/2008	7.8800	1.4348	Q1-2008	-37.3259	5.0168	23.1300	29	59.8563	80.1300	KVHI
0.8820	93.7900	5.6004	23.3184	-1.5100	-0.7700	52.6200	3.2800	6.1179	0.1558	20.3400	2.7600	41.7563	1.3453	12.6400	0.0000	120.7017	1.9800	6/2008	8.3300	1.4874	Q2-2008	-48.6516	5.5453	22.3200	30	61.2661	81.1500	KVHI
0.8650	93.5100	5.5151		-2.0000	-1.2300	49.4400	-0.2100	5.0432	0.1882	16.5500	-1.2000	41.1055		14.8100	0.0000	131.1413	-0.8100	9/2008	9.1900	1.6663	Q3-2008	-40.0431	4.7141	15.7400	31	85.9351	78.7000	KVHI
0.8790	93.7500	5.5952	280.0000	-0.5200	3.1900	42.6500	-5.2400	4.9666	0.1857	20.9100	-6.3600	38.5957	12.5000	14.6800	0.0000	73.1934	0.3100	12/2008	5.1800	0.9258	Q4-2008		3.8705	21.2200	32	74.3590	79.0600	KVHI
0.9030	85.8800	5.4485		-2.6200	4.1300	37.1300	-2.5800	6.6622	0.1275	20.8300	-2.8400	30.0493		9.7100	0.0000	69.7602	-2.5600	3/2009	4.9900	0.9158	Q1-2009	16.0000	-1.4179	18.2700	33	110.7468	76.1700	KVHI
0.8246	93.4900	5.5047	1041.1765	4.0400	-5.8700	42.2100	2.8000	5.5772	0.2156	21.6700	1.0300	35.5444	11.7647	16.5800	3.8600	95.4151	0.1900	6/2009	6.8300	1.2408	Q2-2009	60.2941	-3.7321	21.8600	34	74.9035	76.9000	KVHI
0.8861	94.7900	5.5669	446.8085	-0.0100	-2.1600	41.5000	1.4000	5.3420	0.2189	22.2600	-0.7000	39.4435	4.2553	17.0200	3.8300	139.5603	0.3800	9/2009	9.9900	1.7945	Q3-2009	30.1616	-2.1602	22.6400	35	69.2049	77.7700	KVHI
0.3731	1678.9700	31.3580	0.4599	120.7600	-5.0900	275.7900	-38.5300	1.5353	1.6771	-891.2300	-43.5100	16.1789	1.6300	1051.8100	128.1900	565.6000	1088.4000	12/2005	28.2800	0.9018	Q4-2005	-99.6491	164.1638	197.1700	0	115.5486	627.1600	LORL
0.3905	1705.1900	30.5970		0.0000	-0.3200	360.9100	85.4300	1.5054	1.7865	187.8200	79.3700	12.9027		1093.2400	128.1600	575.0000	-15.8400	3/2006	28.7500	0.9396	Q1-2006	-99.2891	169.9431	171.9800	1	128.0306	611.9400	LORL
0.4162	1734.8400	30.0715		0.0000	-13.3300	341.9300	-5.6400	1.4525	1.8845	204.2800	-20.1700	16.1603		1133.4000	128.1300	567.2000	-11.4000	6/2006	28.3600	0.9431	Q2-2006	-99.0303	172.2495	192.8800	2	101.6683	601.4300	LORL
0.4578	1723.2000	30.1665	144.0194	-1.2700	-141.6600	321.4000	3.7600	1.3751	1.8561	225.6000	-19.9600	17.4655	48.8160	1119.8700	128.1100	526.4000	1.1900	9/2006	26.3200	0.8725	Q3-2006	-99.0626	176.0811	226.7900	3	78.3640	603.3300	LORL
0.4609	1729.9100	32.3500	184.2259	0.0000	-20.6600	293.1200	4.4500	1.3054	1.6737	202.3500	-33.3900	26.7017	23.1256	1082.9000	128.0800	814.4000	3.3300	12/2006	40.7200	1.2587	Q4-2006	148.8860	-3.5116	205.6800	4	65.4406	647.0000	LORL
0.4246	1992.2300	45.1376		284.1800	-33.1900	506.8800	-47.1800	2.0060	1.2002	237.3500	-67.6200	9.7311		1086.7600	128.0500	1020.6528	-16.8200	3/2007	50.8800	1.1272	Q1-2007	102.8939	-2.6175	220.5300	5	154.9860	905.4600	LORL
0.4275	2055.9300	46.4310	58.6107	-0.1000	-21.2700	526.3300	52.6300	2.0115	1.2062	205.4000	20.4000	12.1239	4.0553	1124.0500	128.0200	989.0496	20.6000	6/2007	49.2800	1.0614	Q2-2007	13.2972	0.8907	226.0000	6	155.1825	931.8700	LORL
0.4338	2046.7700	47.2152	42.8474	1.4900	-95.5000	341.9500	-7.7300	1.6893	1.1397	209.7000	-32.7700	14.9745	0.0000	1090.1900	0.0000	805.3350	25.9000	9/2007	39.7500	0.8419	Q3-2007	-32.2682	3.4508	235.6000	7	99.8016	956.5800	LORL
0.5182	1702.9300	48.0291	37.3242	-246.0600	211.4700	314.6900	29.4000	1.2959	0.7492	200.3500	11.3500	11.5388	-5.6452	729.3800	0.0000	694.2475	-0.0700	12/2007	34.2500	0.7131	Q4-2007	-10.6635	3.0414	200.2800	8	242.0597	973.5500	LORL
0.5536	1590.2200	44.5313		0.0000	-7.3600	203.6500	-103.6700	1.2910	0.7617	289.7000	-111.9800	5.2723		687.5600	0.0000	483.2368	-71.2000	3/2008	23.8400	0.5354	Q1-2008	76.1331	-2.7441	218.5000	9	193.8368	902.6500	LORL
0.5413	1593.1600	47.1405	24.3292	0.0000	-15.4500	148.0600	-53.1400	1.3750	0.6665	156.1100	-67.9200	11.5111	0.4938	637.1500	0.0000	357.3336	51.9500	6/2008	17.6200	0.3738	Q2-2008	35.6253	0.6883	208.0600	10	106.7223	956.0100	LORL
0.5449	1540.3600	45.2760		0.0000	-21.4200	118.5800	-13.8300	1.3242	0.6768	256.7400	-35.1900	8.3757		621.7100	0.0000	299.6833	-44.2200	9/2008	14.7700	0.3262	Q3-2008	313.6169	-6.9167	212.5200	11	132.5281	918.6500	LORL
0.8730	995.8600	10.3327		52.3700	-3.0700	118.2300	-31.5700	1.4175	3.7501	859.7000	-51.6700	12.3198		786.2100	55.0000	294.8137	-629.4200	12/2008	14.5300	1.4062	Q4-2008	2113.1447	-330.4984	230.2800	12	57.0673	209.6500	LORL
0.9052	953.7400	10.0873		-55.0000	-16.6800	108.9600	63.1000	1.1751	3.6621	223.3200	50.8900	7.1909		749.1600	0.0000	433.1808	-10.8300	3/2009	21.3600	2.1175	Q1-2009	585.3968	-309.1949	212.4900	13	135.9293	204.5700	LORL
0.8763	1057.6100	13.5453		0.0400	-9.5600	103.5700	4.1400	1.1012	2.8425	197.1600	-5.4200	6.3474		782.3600	0.0000	523.2400	74.2900	6/2009	25.7500	1.9010	Q2-2009	952.9178	-221.6902	271.4500	14	144.6315	275.2400	LORL
0.7778	1238.7600	18.6484	65.1468	-0.8900	-10.1500	173.4100	80.8700	1.0822	2.2706	140.8200	70.4400	14.9334	4.3723	860.0000	0.0000	558.1188	108.4200	9/2009	27.4800	1.4736	Q3-2009	400.3284	-120.8026	249.2400	15	60.1021	378.7500	LORL
1.4162	239.6500	5.2555	5.6675	1.7100	-0.4300	111.2200	20.5200	2.9247	0.5069	83.4900	20.0700	32.0810	0.0000	80.6100	0.0000	325.2950	4.8800	6/2004	10.7500	2.0455	Q2-2004	-35.6267	5.6656	88.3700	0	64.4092	159.0300	NTGR
1.4595	249.9800	5.5581	7.0907	1.5900	5.4600	118.5800	6.4600	3.0884	0.4678	95.3600	5.7800	32.0921	0.0000	79.6700	0.0000	374.4208	5.8800	9/2004	12.2200	2.1986	Q3-2004	-64.3981	11.0628	101.2400	1	61.0342	170.3000	NTGR
1.2762	300.2300	5.9739	7.9498	3.2800	-37.9500	141.7100	20.7900	2.5739	0.6212	96.5500	19.8400	32.8228	0.0000	115.0400	0.0000	562.9600	8.5600	12/2004	18.1600	3.0399	Q4-2004	-92.7301	12.6735	105.1100	2	57.9130	185.1900	NTGR
1.4050	287.3000	6.1847	8.4365	1.6600	-10.0700	138.5400	-3.6200	3.0957	0.4663	101.0900	-4.7100	32.9325	0.0000	91.3700	0.0000	478.0512	7.8600	3/2005	15.0900	2.4399	Q1-2005	-128.4026	13.8723	108.9500	3	57.1628	195.9300	NTGR
1.4357	294.5500	6.6917	9.2145	5.0300	10.6500	147.9300	5.5300	3.5489	0.3833	99.2800	4.3100	35.8803	0.0000	81.6200	0.0000	591.8520	8.3000	6/2005	18.6000	2.7796	Q2-2005	-187.8993	14.3709	107.5800	4	56.9430	212.9300	NTGR
1.3693	316.1900	6.9387	7.7415	2.1800	-10.7500	152.5700	3.5700	3.4638	0.3965	102.7300	2.4800	35.1150	0.0000	89.7800	0.0000	785.0778	8.5900	9/2005	24.0600	3.4675	Q3-2005	-319.9808	14.7122	111.3200	5	55.4362	226.4100	NTGR
1.2619	356.2900	7.1645	5.5439	0.2300	-0.6200	173.1800	21.1500	2.9155	0.5097	112.8900	20.3600	31.3075	0.0000	120.2900	0.0000	634.0950	8.8700	12/2005	19.2500	2.6868	Q4-2005	-1826.6304	14.2458	121.7600	6	55.4040	236.0000	NTGR
1.3088	357.5200	7.5011	9.7105	1.2400	-20.8000	177.9700	4.3700	3.2015	0.4421	117.3900	2.7600	34.9992	0.0000	109.6000	0.0000	628.2805	9.8700	3/2006	19.0100	2.5343	Q1-2006	592.8453	14.3722	127.2600	7	56.3538	247.9100	NTGR
